arch,bin,func,depth
aarch64,mv,sym.x2nrealloc,0
aarch64,factor,dbg.mpz_2fac_ui,5
aarch64,mv,dbg.try_tempname_len,0
aarch64,mv,dbg.xalignalloc,2
aarch64,mv,dbg.triple_compare,2
aarch64,mv,sym.xcalloc,2
aarch64,factor,dbg.quotearg_buffer_restyled,0
aarch64,factor,dbg.xpalloc,0
aarch64,mv,sym.hash_get_max_bucket_length,7
aarch64,mv,dbg.argmatch,7
aarch64,mv,dbg.rpl_mbrtowc,2
aarch64,factor,sym.mpn_mul_1,4
aarch64,mv,dbg.xnmalloc,2
aarch64,mv,dbg.check_tuning,0
aarch64,factor,dbg.mpz_and,0
aarch64,mv,sym.cached_umask,2
aarch64,factor,dbg.millerrabin,5
aarch64,factor,dbg.rpl_fseeko,4
aarch64,mv,dbg.set_permissions,2
aarch64,mv,dbg.overwrite_ok,0
aarch64,mv,sym.quotearg_n_custom,3
aarch64,mv,dbg.last_component,6
aarch64,mv,dbg.filesystem_type,0
aarch64,mv,sym.call_weak_fn,2
aarch64,mv,dbg.renameatu,0
aarch64,mv,dbg.rpl_fflush,2
aarch64,mv,dbg.setlocale_null_r,0
aarch64,mv,dbg.can_write_any_file,2
aarch64,mv,dbg.xget_version,3
aarch64,mv,dbg.rpl_fseeko,4
aarch64,mv,dbg.cycle_check,0
aarch64,mv,dbg.samedir_template,2
aarch64,mv,dbg.openat_safer,2
aarch64,mv,dbg.close_stream,0
aarch64,mv,dbg.seen_file,2
aarch64,mv,dbg.ximemdup,2
aarch64,mv,dbg.hash_free,0
aarch64,mv,dbg.get_root_dev_ino,2
aarch64,mv,dbg.set_program_name,0
aarch64,mv,sym.xmemdup,2
aarch64,mv,dbg.hash_string,3
aarch64,mv,sym.gettext_quote.part.0,0
aarch64,mv,dbg.hash_print_statistics,6
aarch64,mv,dbg.main,0
aarch64,mv,sym.do_move,0
aarch64,mv,dbg.hash_find_entry,0
aarch64,factor,dbg.mpz_probab_prime_p,0
aarch64,mv,dbg.opendir_safer,5
aarch64,factor,sym.prime_p.part.0,0
aarch64,mv,dbg.copy,7
aarch64,factor,sym.xmalloc,2
aarch64,mv,dbg.argmatch_invalid,2
aarch64,factor,sym.quotearg_n_style,3
aarch64,mv,dbg.quotearg_alloc_mem,2
aarch64,factor,dbg.readtoken,0
aarch64,mv,sym.set_simple_backup_suffix,0
aarch64,mv,dbg.safe_write,3
aarch64,mv,dbg.base_len,3
aarch64,mv,dbg.hash_do_for_each,0
aarch64,mv,sym.set_custom_quoting,2
aarch64,mv,sym.quotearg_n_style,3
aarch64,mv,sym.enter_dir,0
aarch64,mv,dbg.quotearg_custom_mem,3
aarch64,mv,dbg.record_file,4
aarch64,factor,dbg.trim2,0
aarch64,mv,dbg.ximemdup0,2
aarch64,factor,dbg.mp_factor_insert,0
aarch64,mv,dbg.hard_locale,4
aarch64,factor,dbg.mpn_set_str_other,0
aarch64,mv,dbg.hash_rehash,0
aarch64,factor,sym.quotearg_char,2
aarch64,factor,dbg.str_cd_iconv,7
aarch64,factor,dbg.x2realloc,0
aarch64,mv,dbg.hash_lookup,6
aarch64,factor,dbg.quotearg_custom,3
aarch64,mv,sym.xrealloc,2
aarch64,mv,dbg.rpl_fts_children,0
aarch64,factor,dbg.xmem_cd_iconv,2
aarch64,mv,sym.fts_palloc,4
aarch64,factor,sym.gettext_quote.part.0,0
aarch64,mv,dbg.target_directory_operand,4
aarch64,factor,sym.mpz_limbs_finish,4
aarch64,mv,sym.ximalloc,2
aarch64,factor,sym.__do_global_dtors_aux,4
aarch64,mv,dbg.fts_safe_changedir,0
aarch64,factor,sym.mpz_mul_ui,0
aarch64,mv,dbg.argmatch_valid,0
aarch64,factor,sym.gcd2_odd.part.0,0
aarch64,mv,dbg.force_linkat,0
aarch64,mv,dbg.fts_alloc,2
aarch64,factor,dbg.mpz_fits_uint_p,2
aarch64,mv,dbg.close_stdout,0
aarch64,mv,dbg.quotearg_colon,2
aarch64,factor,dbg.mpz_set,5
aarch64,mv,dbg.rpl_fts_set,2
aarch64,factor,sym.xreallocarray,0
aarch64,factor,dbg.mpz_fits_slong_p,0
aarch64,factor,dbg.quotearg_colon,2
aarch64,mv,dbg.qset_acl,2
aarch64,mv,dbg.create_hard_link,4
aarch64,factor,dbg.mpz_div_r_2exp,0
aarch64,factor,sym.mpn_addmul_1,4
aarch64,factor,sym.quotearg_n_custom,3
aarch64,factor,dbg.mpn_rshift,8
aarch64,factor,dbg.mpn_div_qr_preinv,0
aarch64,factor,dbg.mpz_get_str,0
aarch64,factor,dbg.knuth_morris_pratt_multibyte,0
aarch64,factor,sym.mpn_add_1,4
aarch64,factor,dbg.mpz_powm,0
aarch64,factor,dbg.proper_name,2
aarch64,factor,dbg.mpz_rootrem,0
aarch64,factor,sym.mpn_copyi,4
aarch64,factor,dbg.mpn_mul,8
aarch64,factor,dbg.mpz_div_qr_ui,2
aarch64,factor,dbg.xcharalloc,2
aarch64,factor,dbg.gmp_millerrabin,8
aarch64,factor,sym.set_custom_quoting,2
aarch64,factor,sym.mpz_gcd,0
aarch64,factor,dbg.mpz_get_d,0
aarch64,factor,dbg.mpz_pow_ui,0
aarch64,factor,dbg.mbsstr_trimmed_wordbounded,0
aarch64,factor,dbg.quotearg_colon_mem,2
aarch64,factor,dbg.xstr_cd_iconv,2
aarch64,factor,dbg.mpn_common_scan,6
aarch64,factor,dbg.xnrealloc,0
aarch64,factor,dbg.xzalloc,2
aarch64,factor,sym.mpz_init_set_ui,2
aarch64,factor,sym.mpz_add,2
aarch64,factor,dbg.mpz_abs_sub,0
aarch64,factor,dbg.version_etc_arn,0
aarch64,factor,dbg.mmalloca,3
aarch64,factor,dbg.mpz_cmpabs_d,7
aarch64,factor,sym.mpn_copyd,3
aarch64,factor,dbg.mem_cd_iconv,0
aarch64,factor,dbg.mpn_base_power_of_two_p,0
aarch64,factor,dbg.mpn_lshift,8
aarch64,factor,dbg.set_program_name,0
aarch64,factor,sym.mpn_sub_1,4
aarch64,factor,sym.quotearg_n_style_mem,3
aarch64,factor,sym.mpn_sub,6
aarch64,factor,sym.x2nrealloc,0
aarch64,factor,dbg.xstr_iconv,2
aarch64,factor,dbg.mpz_fits_sshort_p,0
aarch64,factor,sym.mpz_cmpabs,4
aarch64,factor,sym.xcalloc,2
aarch64,factor,dbg.powm,4
aarch64,factor,dbg.rpl_fflush,2
aarch64,factor,sym.mpz_clear,2
aarch64,factor,sym.mp_millerrabin,0
aarch64,factor,dbg.mpz_divexact_ui,2
aarch64,factor,sym.print_uintmaxes.part.0,3
aarch64,factor,sym.mp_factor,0
aarch64,factor,sym.mpz_get_ui,2
aarch64,factor,dbg.mp_factor_using_pollard_rho,0
aarch64,factor,dbg.mpz_fits_sint_p,0
aarch64,factor,dbg.mpz_ui_pow_ui,0
aarch64,factor,dbg.xnmalloc,2
aarch64,factor,dbg.mb_copy,2
aarch64,factor,sym.mpz_mfac_uiui,0
aarch64,factor,sym.mpz_cmpabs_ui,4
aarch64,factor,dbg.mpz_import,0
aarch64,factor,dbg.mpz_abs_add_bit,0
aarch64,factor,dbg.str_iconv,0
aarch64,factor,sym.mpz_submul_ui,2
aarch64,factor,sym.mpz_root,2
aarch64,factor,dbg.mpn_get_str_other,6
aarch64,factor,dbg.mpz_export,0
aarch64,factor,dbg.mpz_init_set_si,4
aarch64,factor,dbg.umaxtostr,2
aarch64,factor,dbg.mpz_perfect_square_p,3
aarch64,factor,sym.mpn_sub_n,4
aarch64,factor,dbg.mpn_get_str_bits,7
aarch64,factor,dbg.c_strcasecmp,0
aarch64,factor,dbg.mpz_com,2
aarch64,factor,dbg.knuth_morris_pratt,0
aarch64,factor,sym.mpz_setbit,3
aarch64,factor,dbg.version_etc,0
aarch64,factor,dbg.mpz_div_q_2exp,0
aarch64,factor,dbg.gmp_lucas_step_k_2k,2
aarch64,factor,dbg.mpz_realloc,2
aarch64,factor,dbg.mbslen,0
aarch64,factor,dbg.quotearg_n_style_colon,3
aarch64,factor,dbg.mpn_div_qr_invert,0
aarch64,factor,dbg.gmp_default_alloc,3
aarch64,factor,dbg.factor_using_pollard_rho2,0
aarch64,factor,dbg.mpn_invert_3by2,0
aarch64,factor,sym.xmemdup,2
aarch64,factor,dbg.quotearg_free,4
aarch64,factor,dbg.mpz_mul_2exp,0
aarch64,factor,sym.mpn_com,4
aarch64,factor,dbg.mpz_congruent_p,4
aarch64,factor,dbg.millerrabin2,0
aarch64,factor,dbg.mpz_combit,2
aarch64,factor,sym.mpn_zero_p,3
aarch64,factor,dbg.version_etc_ar,4
aarch64,factor,sym.mod2,7
aarch64,factor,dbg.mpz_tstbit,6
aarch64,factor,dbg.mpz_fits_ushort_p,2
aarch64,factor,dbg.close_stream,0
aarch64,factor,dbg.mpz_abs_sub_bit,6
aarch64,factor,sym.mpz_limbs_modify,3
aarch64,factor,dbg.freea,3
aarch64,factor,dbg.ximemdup0,2
aarch64,factor,dbg.mbsstr,0
aarch64,factor,sym.mpn_div_qr_1_invert,6
aarch64,factor,dbg.mpz_ior,0
aarch64,factor,dbg.mpz_bin_uiui,0
aarch64,factor,dbg.mpz_out_str,2
aarch64,factor,dbg.ximemdup,2
aarch64,factor,sym.mpn_zero,2
aarch64,factor,dbg.mpn_perfect_square_p,5
aarch64,factor,sym.mpz_powm_ui,0
aarch64,factor,dbg.mpn_set_str_bits,0
aarch64,factor,sym.mpz_invert,0
aarch64,factor,sym.ximalloc,2
aarch64,factor,dbg.close_stdout,0
aarch64,factor,sym.quotearg_char_mem,2
aarch64,factor,dbg.mpz_clrbit,3
aarch64,factor,sym.lbuf_flush,2
aarch64,factor,dbg.powm2,4
aarch64,factor,dbg.mpz_cmp,6
aarch64,factor,dbg.full_write,5
aarch64,factor,sym.mpz_ui_sub,2
aarch64,factor,dbg.mpz_va_init,0
aarch64,factor,sym.mp_prime_p.part.0,0
aarch64,factor,dbg.factor_using_pollard_rho,0
aarch64,factor,dbg.mulredc2,5
aarch64,factor,dbg.mpn_set_str,0
aarch64,factor,dbg.mpn_get_str,0
aarch64,factor,dbg.factor_insert_multiplicity,0
aarch64,factor,sym.mpz_make_odd,2
aarch64,factor,sym.mpz_divexact,2
aarch64,factor,dbg.factor,0
aarch64,factor,dbg.mpz_cmp_d,3
aarch64,factor,dbg.quotearg_alloc_mem,2
aarch64,factor,dbg.xstrdup,2
aarch64,factor,dbg.mpz_roinit_n,4
aarch64,factor,dbg.xinmalloc,2
aarch64,factor,dbg.mpn_limb_get_str,6
aarch64,factor,dbg.mpz_get_si,2
aarch64,factor,dbg.xirealloc,2
aarch64,factor,sym.mpz_gcd_ui,3
aarch64,factor,dbg.mpz_limbs_write,3
aarch64,factor,dbg.quotearg_custom_mem,3
aarch64,factor,sym.mpn_submul_1,4
aarch64,factor,sym.xrealloc,2
aarch64,factor,dbg.mpz_popcount,9
aarch64,factor,dbg.mpz_scan0,7
aarch64,factor,dbg.mpz_div_qr,0
aarch64,factor,sym.mpz_sizeinbase,0
aarch64,factor,dbg.mpn_div_qr_1_preinv,0
aarch64,factor,dbg.hard_locale,4
aarch64,factor,dbg.mpn_sqrtrem,7
aarch64,factor,dbg.gcd_odd,5
aarch64,factor,sym.mpn_add,6
aarch64,factor,dbg.mpz_lcm_ui,5
aarch64,factor,dbg.xizalloc,2
aarch64,factor,sym.mpz_set_si,0
aarch64,factor,sym.deregister_tm_clones,2
aarch64,factor,sym.mpz_sub,2
aarch64,factor,dbg.gmp_default_realloc,2
aarch64,factor,dbg.main,4
aarch64,factor,sym.mpz_set_ui,3
aarch64,factor,dbg.setlocale_null_r,0
aarch64,factor,dbg.print_factors,0
aarch64,factor,sym.mpz_cmp_ui,5
aarch64,factor,dbg.safe_write,3
aarch64,factor,sym.version_etc_va,4
aarch64,factor,dbg.quotearg_n_options,6
aarch64,factor,sym.mpn_cmp,2
aarch64,factor,sym.mpn_add_n,4
aarch64,factor,sym.mpz_set_d,0
aarch64,factor,dbg.mpz_scan1,9
aarch64,factor,dbg.lbuf_putint,2
aarch64,factor,sym.mpz_set_str.part.0,0
aarch64,factor,dbg.mpz_xor,0
aarch64,factor,dbg.mpz_addmul_ui,2
aarch64,factor,dbg.mpz_hamdist,0
aarch64,factor,dbg.prime2_p,0
aarch64,factor,dbg.locale_charset,2
aarch64,factor,dbg.quotearg_style_mem,3
aarch64,factor,dbg.mpz_gcdext,0
aarch64,factor,dbg.mpz_init_set_str,2
aarch64,factor,dbg.mpz_abs_add,2
aarch64,factor,sym.mbuiter_multi_next.part.0_1,0
aarch64,factor,dbg.quotearg_style,3
aarch64,factor,dbg.mpn_neg,4
aarch64,factor,sym.register_tm_clones,2
aarch64,factor,dbg.mpz_mul,4
aarch64,factor,dbg.usage,0
aarch64,factor,sym.xicalloc,2
aarch64,factor,sym.mpz_add_ui,2
aarch64,factor,sym.mpz_set_str,2
aarch64,factor,dbg.mp_get_memory_functions,2
aarch64,factor,dbg.mpz_lcm,0
aarch64,factor,sym.mbuiter_multi_next.part.0,0
aarch64,factor,dbg.mpz_getlimbn,2
aarch64,factor,dbg.rpl_mbrtowc,2
aarch64,join,dbg.xirealloc,2
aarch64,join,dbg.quotearg_n_options,6
aarch64,join,dbg.rpl_fclose,0
aarch64,join,sym.register_tm_clones,2
aarch64,join,sym.quotearg_n_custom_mem,3
aarch64,join,sym.set_custom_quoting,2
aarch64,join,dbg.version_etc_arn,0
aarch64,join,dbg.setlocale_null_r,0
aarch64,join,dbg.rpl_fseeko,4
aarch64,join,dbg.close_stdout,0
aarch64,join,dbg.free_spareline,2
aarch64,join,sym.quotearg_n_style,3
aarch64,join,dbg.version_etc,0
aarch64,join,sym.xmemdup,2
aarch64,join,dbg.quotearg_n_style_colon,3
aarch64,join,dbg.hard_locale,4
aarch64,join,dbg.xmemcoll,2
aarch64,join,dbg.xcharalloc,2
aarch64,join,dbg.keycmp,0
aarch64,join,dbg.version_etc_ar,4
aarch64,join,dbg.strcoll_loop,3
aarch64,join,dbg.x2realloc,0
aarch64,join,sym.xcalloc,2
aarch64,join,sym.xreallocarray,0
aarch64,join,dbg.close_stream,0
aarch64,join,sym.quotearg_n_custom,3
aarch64,join,sym.xmalloc,2
aarch64,join,sym.__do_global_dtors_aux,4
aarch64,join,sym.xrealloc,2
aarch64,join,dbg.quotearg_custom,3
aarch64,join,dbg.get_line,0
aarch64,join,dbg.xstrtoul,0
aarch64,join,dbg.add_field_list,0
aarch64,join,dbg.locale_charset,2
aarch64,join,sym.xicalloc,2
aarch64,join,dbg.xstrdup,2
aarch64,join,dbg.fopen_safer,0
aarch64,join,dbg.memcoll,2
aarch64,join,dbg.getseq,2
aarch64,join,sym.ximalloc,2
aarch64,join,dbg.quotearg_buffer_restyled,0
aarch64,join,dbg.memcasecmp,4
aarch64,join,dbg.rpl_fcntl,0
aarch64,join,sym.quotearg_n_style_mem,3
aarch64,join,dbg.xinmalloc,2
aarch64,join,sym.string_to_join_field,2
aarch64,join,dbg.xpalloc,0
aarch64,join,dbg.xstrtoumax,0
aarch64,join,dbg.xzalloc,2
aarch64,join,dbg.quotearg_style,3
aarch64,join,dbg.set_program_name,0
aarch64,join,sym.gettext_quote.part.0,0
aarch64,join,sym.xireallocarray,2
aarch64,join,dbg.delseq,5
aarch64,join,dbg.xizalloc,2
aarch64,join,sym.prfield,3
aarch64,join,dbg.ximemdup0,2
aarch64,join,dbg.set_join_field,2
aarch64,join,dbg.xmemcoll0,2
aarch64,join,dbg.prjoin,0
aarch64,join,dbg.usage,0
aarch64,join,dbg.quotearg_style_mem,3
aarch64,join,sym.add_file_name.constprop.0,0
aarch64,join,sym.call_weak_fn,2
aarch64,join,dbg.rpl_mbrtowc,2
aarch64,join,sym.quotearg_char_mem,2
aarch64,join,dbg.fadvise,2
aarch64,join,sym.x2nrealloc,0
aarch64,join,sym.deregister_tm_clones,2
aarch64,join,sym.version_etc_va,4
aarch64,join,dbg.ximemdup,2
aarch64,join,dbg.quotearg_alloc_mem,2
aarch64,join,dbg.quotearg_colon,2
aarch64,join,dbg.xnmalloc,2
aarch64,join,dbg.quotearg_custom_mem,3
aarch64,join,dbg.quotearg_colon_mem,2
aarch64,join,dbg.xnrealloc,0
aarch64,join,dbg.memcoll0,2
aarch64,join,dbg.readlinebuffer_delim,0
aarch64,join,dbg.prfields,5
aarch64,join,dbg.rpl_fflush,2
aarch64,join,dbg.main,0
aarch64,join,dbg.quotearg_free,4
aarch64,join,sym.quotearg_char,2
aarch64,seq,dbg.quotearg_buffer_restyled,0
aarch64,seq,sym.set_custom_quoting,2
aarch64,seq,sym.__letf2,0
aarch64,seq,dbg.hard_locale,4
aarch64,seq,dbg.rpl_fclose,0
aarch64,seq,dbg.seq_fast,0
aarch64,seq,sym.__eqtf2,0
aarch64,seq,sym.__addtf3,0
aarch64,seq,sym.xmemdup,2
aarch64,seq,dbg.close_stream,0
aarch64,seq,dbg.cl_strtold,3
aarch64,seq,dbg.x2realloc,0
aarch64,seq,dbg.set_program_name,0
aarch64,seq,dbg.setlocale_null_r,0
aarch64,seq,dbg.quotearg_alloc_mem,2
aarch64,seq,sym.xcalloc,2
aarch64,seq,sym.version_etc_va,4
aarch64,seq,dbg.xnmalloc,2
aarch64,seq,dbg.quotearg_custom_mem,3
aarch64,seq,dbg.version_etc_ar,4
aarch64,seq,dbg.rpl_fflush,2
aarch64,seq,dbg.printf_parse,0
aarch64,seq,dbg.usage,0
aarch64,seq,dbg.quotearg_colon,2
aarch64,seq,dbg.all_digits_p,2
aarch64,seq,dbg.quotearg_n_style_colon,3
aarch64,seq,sym.xicalloc,2
aarch64,seq,dbg.quotearg_free,4
aarch64,seq,sym.quotearg_n_custom_mem,3
aarch64,seq,dbg.xstrdup,2
aarch64,seq,dbg.quotearg_n_options,6
aarch64,seq,dbg.version_etc_arn,0
aarch64,seq,sym.call_weak_fn,2
aarch64,seq,dbg.scan_arg,0
aarch64,seq,dbg.xirealloc,2
aarch64,seq,sym.quotearg_n_style,3
aarch64,seq,dbg.xinmalloc,2
aarch64,seq,dbg.vasnprintf,0
aarch64,seq,dbg.xpalloc,0
aarch64,seq,dbg.quotearg_style,3
aarch64,seq,dbg.main,0
aarch64,seq,dbg.xzalloc,2
aarch64,seq,sym.quotearg_char_mem,2
aarch64,seq,dbg.version_etc,0
aarch64,seq,dbg.close_stdout,0
aarch64,seq,sym.deregister_tm_clones,2
aarch64,seq,dbg.xcharalloc,2
aarch64,seq,dbg.rpl_vasprintf,3
aarch64,seq,dbg.xstrtold,0
aarch64,seq,dbg.printf_fetchargs,3
aarch64,seq,dbg.xizalloc,2
aarch64,seq,sym.xreallocarray,0
aarch64,seq,sym.gettext_quote.part.0,0
aarch64,seq,sym.__multf3,0
aarch64,seq,dbg.rpl_mbrtowc,2
aarch64,seq,dbg.ximemdup0,2
aarch64,seq,sym.xmalloc,2
aarch64,seq,dbg.rpl_fseeko,4
aarch64,seq,sym.xrealloc,2
aarch64,seq,sym.__gttf2,0
aarch64,seq,sym.register_tm_clones,2
aarch64,seq,dbg.rpl_asprintf,2
aarch64,seq,dbg.c_strtold,0
aarch64,seq,dbg.quotearg_custom,3
aarch64,seq,sym.__fixunstfdi,0
aarch64,seq,sym.ximalloc,2
aarch64,seq,sym.quotearg_char,2
aarch64,seq,sym.x2nrealloc,0
aarch64,seq,dbg.xnrealloc,0
aarch64,seq,sym.quotearg_n_custom,3
aarch64,seq,dbg.locale_charset,2
aarch64,seq,dbg.ximemdup,2
aarch64,seq,sym.quotearg_n_style_mem,3
aarch64,seq,dbg.quotearg_colon_mem,2
aarch64,seq,dbg.quotearg_style_mem,3
aarch64,seq,sym.xireallocarray,2
aarch64,seq,sym.__do_global_dtors_aux,4
aarch64,seq,fcn.000088d8,0
aarch64,seq,sym.__sfp_handle_exceptions,2
aarch64,pr,dbg.xstrtol_fatal,0
aarch64,pr,sym.__do_global_dtors_aux,4
aarch64,pr,dbg.rpl_fflush,2
aarch64,pr,dbg.close_stream,0
aarch64,pr,dbg.init_header,0
aarch64,pr,dbg.store_char,2
aarch64,pr,dbg.xnrealloc,0
aarch64,pr,sym.x2nrealloc,0
aarch64,pr,sym.xcalloc,2
aarch64,pr,dbg.print_header,2
aarch64,pr,dbg.quotearg_alloc_mem,2
aarch64,pr,dbg.version_etc_arn,0
aarch64,pr,dbg.set_tz,0
aarch64,pr,dbg.hard_locale,4
aarch64,pr,dbg.xirealloc,2
aarch64,pr,dbg.quotearg_buffer_restyled,0
aarch64,pr,dbg.xinmalloc,2
aarch64,pr,dbg.xnumtoimax,0
aarch64,pr,dbg.add_line_number,6
aarch64,pr,dbg.main,0
aarch64,pr,dbg.xstrtol,0
aarch64,pr,sym.xicalloc,2
aarch64,pr,dbg.rpl_fcntl,0
aarch64,pr,dbg.fadvise,2
aarch64,pr,dbg.xstrdup,2
aarch64,pr,sym.quotearg_n_custom,3
aarch64,pr,dbg.quotearg_free,4
aarch64,pr,sym.set_custom_quoting,2
aarch64,pr,sym.gettext_quote.part.0,0
aarch64,pr,sym.quotearg_n_custom_mem,3
aarch64,pr,dbg.getoptarg,0
aarch64,pr,dbg.version_etc_ar,4
aarch64,pr,sym.xreallocarray,0
aarch64,pr,sym.tzfree,6
aarch64,pr,sym.call_weak_fn,2
aarch64,pr,dbg.separator_string,2
aarch64,pr,dbg.version_etc,0
aarch64,pr,dbg.quotearg_style,3
aarch64,pr,sym.xmemdup,2
aarch64,pr,dbg.quotearg_colon,2
aarch64,pr,sym.quotearg_char_mem,2
aarch64,pr,dbg.save_abbr,0
aarch64,pr,dbg.cols_ready_to_print,0
aarch64,pr,dbg.x2realloc,0
aarch64,pr,dbg.imaxtostr,4
aarch64,pr,dbg.rpl_mbrtowc,2
aarch64,pr,dbg.quotearg_style_mem,3
aarch64,pr,dbg.print_stored,0
aarch64,pr,sym.deregister_tm_clones,2
aarch64,pr,dbg.read_rest_of_line,0
aarch64,pr,dbg.print_char,0
aarch64,pr,dbg.rpl_fclose,0
aarch64,pr,sym.version_etc_va,4
aarch64,pr,dbg.mktime_z,0
aarch64,pr,dbg.reset_status,0
aarch64,pr,dbg.close_stdout,0
aarch64,pr,dbg.usage,0
aarch64,pr,sym.__strftime_internal.isra.0,0
aarch64,pr,dbg.current_timespec,2
aarch64,pr,sym.xmalloc,2
aarch64,pr,sym.quotearg_char,2
aarch64,pr,dbg.localtime_rz,0
aarch64,pr,dbg.ximemdup,2
aarch64,pr,dbg.skip_read,0
aarch64,pr,dbg.print_sep_string,0
aarch64,pr,sym.register_tm_clones,2
aarch64,pr,dbg.pad_across_to,6
aarch64,pr,dbg.xstrtoimax,0
aarch64,pr,dbg.locale_charset,2
aarch64,pr,sym.ximalloc,2
aarch64,pr,dbg.quotearg_custom_mem,3
aarch64,pr,sym.print_files,0
aarch64,pr,dbg.fopen_safer,0
aarch64,pr,dbg.mktime_internal,0
aarch64,pr,sym.revert_tz.part.0,2
aarch64,pr,dbg.read_line,0
aarch64,pr,dbg.xzalloc,2
aarch64,pr,dbg.xcharalloc,2
aarch64,pr,dbg.quotearg_n_options,6
aarch64,pr,dbg.quotearg_colon_mem,2
aarch64,pr,dbg.print_white_space,0
aarch64,pr,dbg.hold_file,6
aarch64,pr,dbg.char_to_clump,0
aarch64,pr,dbg.setlocale_null_r,0
aarch64,pr,dbg.quotearg_custom,3
aarch64,pr,dbg.tzalloc,4
aarch64,pr,dbg.close_file,9
aarch64,pr,sym.quotearg_n_style,3
aarch64,pr,sym.xireallocarray,2
aarch64,pr,dbg.xpalloc,0
aarch64,pr,dbg.ranged_convert,0
aarch64,pr,dbg.ximemdup0,2
aarch64,pr,dbg.quotearg_n_style_colon,3
aarch64,pr,dbg.xstrtoumax,0
aarch64,pr,sym.xrealloc,2
aarch64,pr,dbg.mbsnwidth,0
aarch64,pr,dbg.align_column,0
aarch64,pr,sym.quotearg_n_style_mem,3
aarch64,pr,fcn.00006fc0,5
aarch64,pr,dbg.first_last_page,0
aarch64,pr,dbg.xizalloc,2
aarch64,pr,dbg.xnmalloc,2
aarch64,pr,dbg.open_file,0
aarch64,pr,dbg.set_program_name,0
aarch64,pr,dbg.rpl_fseeko,4
aarch64,mkdir,dbg.quotearg_style_mem,3
aarch64,mkdir,dbg.dirchownmod,0
aarch64,mkdir,sym.set_custom_quoting,2
aarch64,mkdir,sym.xicalloc,2
aarch64,mkdir,dbg.xstrdup,2
aarch64,mkdir,dbg.savewd_restore,0
aarch64,mkdir,dbg.vasnprintf,0
aarch64,mkdir,dbg.rpl_mbrtowc,2
aarch64,mkdir,dbg.xcharalloc,2
aarch64,mkdir,dbg.mode_create_from_ref,2
aarch64,mkdir,dbg.prog_fprintf,2
aarch64,mkdir,dbg.xirealloc,2
aarch64,mkdir,dbg.version_etc_arn,0
aarch64,mkdir,dbg.fd_safer,2
aarch64,mkdir,dbg.xinmalloc,2
aarch64,mkdir,dbg.xpalloc,0
aarch64,mkdir,dbg.xzalloc,2
aarch64,mkdir,dbg.version_etc,0
aarch64,mkdir,dbg.rpl_fflush,2
aarch64,mkdir,sym.gettext_quote.part.0,0
aarch64,mkdir,sym.xrealloc,2
aarch64,mkdir,dbg.quotearg_custom,3
aarch64,mkdir,dbg.rpl_vfprintf,5
aarch64,mkdir,dbg.xizalloc,2
aarch64,mkdir,sym.xreallocarray,0
aarch64,mkdir,dbg.ximemdup0,2
aarch64,mkdir,dbg.process_dir,2
aarch64,mkdir,dbg.locale_charset,2
aarch64,mkdir,dbg.quotearg_alloc_mem,2
aarch64,mkdir,sym.quotearg_n_custom,3
aarch64,mkdir,sym.xmalloc,2
aarch64,mkdir,sym.x2nrealloc,0
aarch64,mkdir,dbg.quotearg_colon_mem,2
aarch64,mkdir,dbg.savewd_process_files,0
aarch64,mkdir,dbg.setlocale_null_r,0
aarch64,mkdir,sym.ximalloc,2
aarch64,mkdir,sym.quotearg_char,2
aarch64,mkdir,dbg.mode_compile,0
aarch64,mkdir,dbg.quotearg_free,4
aarch64,mkdir,dbg.rpl_fclose,0
aarch64,mkdir,dbg.usage,0
aarch64,mkdir,dbg.quotearg_n_options,6
aarch64,mkdir,sym.deregister_tm_clones,2
aarch64,mkdir,dbg.xnrealloc,0
aarch64,mkdir,dbg.close_stream,0
aarch64,mkdir,dbg.mode_adjust,0
aarch64,mkdir,dbg.ximemdup,2
aarch64,mkdir,sym.announce_mkdir,2
aarch64,mkdir,dbg.close_stdout,0
aarch64,mkdir,dbg.version_etc_ar,4
aarch64,mkdir,sym.xireallocarray,2
aarch64,mkdir,dbg.main,0
aarch64,mkdir,dbg.make_dir_parents,0
aarch64,mkdir,sym.xmemdup,2
aarch64,mkdir,dbg.open_safer,2
aarch64,mkdir,sym.register_tm_clones,2
aarch64,mkdir,dbg.rpl_fseeko,4
aarch64,mkdir,dbg.savewd_chdir,0
aarch64,mkdir,sym.call_weak_fn,2
aarch64,mkdir,dbg.quotearg_buffer_restyled,0
aarch64,mkdir,dbg.quotearg_custom_mem,3
aarch64,chroot,sym.version_etc_va,4
aarch64,mkdir,dbg.printf_fetchargs,3
aarch64,mkdir,sym.version_etc_va,4
aarch64,mkdir,dbg.xnmalloc,2
aarch64,mkdir,dbg.quotearg_colon,2
aarch64,chroot,dbg.setlocale_null_r,0
aarch64,chroot,dbg.close_stdout,0
aarch64,mkdir,dbg.quotearg_n_style_colon,3
aarch64,mkdir,dbg.hard_locale,4
aarch64,chroot,dbg.rpl_mbrtowc,2
aarch64,mkdir,dbg.savewd_errno,2
aarch64,mkdir,sym.quotearg_n_custom_mem,3
aarch64,mkdir,dbg.x2realloc,0
aarch64,mkdir,dbg.make_ancestor,0
aarch64,mkdir,dbg.savewd_finish,0
aarch64,mkdir,sym.quotearg_n_style,3
